"Subject","ID","Context","Stimulus","Truth Value","RT","Category","Correct","Check","PrsntOrd","Column1",,,
114,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",9.009,"Control","V","",2,"",,,
114,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.754,"Control","V","",8,"",,,
115,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",5.434,"Critical1 NC","F","",16,"1NC",,,
115,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.33,"Critical1 NC","V","",9,"1NC",,,
115,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",3.401,"Critical1 NC","V","",28,"1NC",,,
115,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",4.715,"Critical1 NC","V","",40,"1NC",,,
115,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",7.604,"Critical1 NC","F","",23,"1NC",,,
115,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",3.331,"Critical1 NC","V","",32,"1NC",,,
115,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",13.27,"Critical1 NC","F","",5,"1NC",,,
115,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",3.996,"Critical1 NC","F","",14,"1NC",,,
115,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",4.483,"Critical2 DN","V","",31,"3DN",,,
115,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",6.835,"Critical2 DN","F","",11,"3DN",,,
115,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",5.676,"Critical2 DN","V","",24,"3DN",,,
115,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",5.299,"Critical2 DN","F","",37,"3DN",,,
115,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",6.219,"Critical2 DN","V","",27,"3DN",,,
115,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",5.578,"Critical2 DN","F","",3,"3DN",,,
115,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","V",6.25,"Critical2 DN","F","1",6,"2DN Mismatch",,,
115,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",5.66,"Critical2 DN","V","",19,"3DN",,,
115,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",3.554,"Critical3 NegOb","V","",30,"",,,
115,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",3.923,"Critical3 NegOb","V","",21,"",,,
115,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",4.514,"Critical3 NegOb","F","",10,"",,,
115,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.434,"Critical3 NegOb","F","",13,"",,,
115,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",11.07,"Critical3 NegOb","F","",1,"",,,
115,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",2.674,"Critical3 NegOb","V","",38,"",,,
115,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",3.281,"Critical3 NegOb","V","",34,"",,,
115,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",4.634,"Critical3 NegOb","F","",17,"",,,
115,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",5.115,"Critical4 NegSub","V","",20,"",,,
115,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",5.29,"Critical4 NegSub","F","",8,"",,,
115,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",3.699,"Critical4 NegSub","V","",39,"",,,
115,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",5.09,"Critical4 NegSub","V","",4,"",,,
115,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",4.73,"Critical4 NegSub","V","",26,"",,,
115,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",4.778,"Critical4 NegSub","F","",35,"",,,
115,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",2.899,"Critical4 NegSub","F","",25,"",,,
115,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",3.954,"Critical4 NegSub","F","",12,"",,,
115,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",3.731,"Control","F","",29,"",,,
115,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",11.17,"Control","V","",2,"",,,
115,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",3.394,"Control","F","",22,"",,,
115,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",2.905,"Control","F","",18,"",,,
115,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",4.338,"Control","V","",15,"",,,
115,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",3.138,"Control","F","",36,"",,,
115,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",4.73,"Control","V","",7,"",,,
115,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",2.691,"Control","V","",33,"",,,
116,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",4.683,"Critical1 NC","F","",32,"1NC",,,
116,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.157,"Critical1 NC","V","",19,"1NC",,,
116,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",6.45,"Critical1 NC","V","",12,"1NC",,,
116,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",4.811,"Critical1 NC","V","",29,"1NC",,,
116,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",6.161,"Critical1 NC","F","",37,"1NC",,,
116,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",7.25,"Critical1 NC","V","",8,"1NC",,,
116,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",12.49,"Critical1 NC","F","",3,"1NC",,,
116,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","V",7.531,"Critical1 NC","F","1",21,"4NC Mismatch",,,
116,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",7.844,"Critical2 DN","V","",13,"3DN",,,
116,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",3.56,"Critical2 DN","F","",30,"3DN",,,
116,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",14.1,"Critical2 DN","V","",2,"3DN",,,
116,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",7.059,"Critical2 DN","F","",40,"3DN",,,
116,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",13.47,"Critical2 DN","V","",22,"3DN",,,
116,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",4.347,"Critical2 DN","F","",31,"3DN",,,
116,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",7.691,"Critical2 DN","F","",20,"3DN",,,
116,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",7.235,"Critical2 DN","V","",9,"3DN",,,
116,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",10.38,"Critical3 NegOb","V","",35,"",,,
116,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",3.61,"Critical3 NegOb","V","",39,"",,,
116,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",5.082,"Critical3 NegOb","F","",28,"",,,
116,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",6.474,"Critical3 NegOb","F","",14,"",,,
116,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",4.292,"Critical3 NegOb","F","",23,"",,,
116,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",5.554,"Critical3 NegOb","V","",5,"",,,
116,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",3.476,"Critical3 NegOb","V","",16,"",,,
116,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",9.418,"Critical3 NegOb","F","",10,"",,,
116,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",4.147,"Critical4 NegSub","V","",33,"",,,
116,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",6.154,"Critical4 NegSub","F","",4,"",,,
116,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",4.058,"Critical4 NegSub","V","",26,"",,,
116,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",4.651,"Critical4 NegSub","V","",24,"",,,
116,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",4.706,"Critical4 NegSub","V","",7,"",,,
116,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",5.467,"Critical4 NegSub","F","",38,"",,,
116,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",5.499,"Critical4 NegSub","F","",15,"",,,
116,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",4.218,"Critical4 NegSub","F","",17,"",,,
116,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",2.786,"Control","F","",18,"",,,
116,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",3.403,"Control","V","",25,"",,,
116,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",3.723,"Control","F","",27,"",,,
116,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",4.05,"Control","F","",11,"",,,
116,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",3.187,"Control","V","",36,"",,,
116,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",4.483,"Control","F","",34,"",,,
116,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",10.67,"Control","V","",1,"",,,
116,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.003,"Control","V","",6,"",,,
117,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",4.267,"Critical1 NC","F","",35,"1NC",,,
117,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",4.859,"Critical1 NC","V","",19,"1NC",,,
117,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","F",3.459,"Critical1 NC","V","1",38,"4NC Mismatch",,,
117,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",2.947,"Critical1 NC","V","",13,"1NC",,,
117,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","V",5.25,"Critical1 NC","F","1",28,"4NC Mismatch",,,
117,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",3.243,"Critical1 NC","V","",25,"1NC",,,
117,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",4.851,"Critical1 NC","F","",9,"1NC",,,
117,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",4.601,"Critical1 NC","F","",5,"1NC",,,
117,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",5.891,"Critical2 DN","V","",18,"3DN",,,
117,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",4.715,"Critical2 DN","F","",26,"3DN",,,
117,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",7.491,"Critical2 DN","V","",21,"3DN",,,
117,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",6.315,"Critical2 DN","F","",14,"3DN",,,
117,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",8.554,"Critical2 DN","V","",32,"3DN",,,
117,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",4.699,"Critical2 DN","F","",40,"3DN",,,
117,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","V",8.651,"Critical2 DN","F","1",7,"2DN Mismatch",,,
117,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",13.45,"Critical2 DN","V","",4,"3DN",,,
117,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",4.01,"Critical3 NegOb","V","",24,"",,,
117,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",4.97,"Critical3 NegOb","V","",36,"",,,
117,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",6.402,"Critical3 NegOb","F","",8,"",,,
117,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.866,"Critical3 NegOb","F","",3,"",,,
117,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",5.042,"Critical3 NegOb","F","",29,"",,,
117,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",2.219,"Critical3 NegOb","V","",20,"",,,
117,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",3.69,"Critical3 NegOb","V","",31,"",,,
117,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",4.812,"Critical3 NegOb","F","",12,"",,,
117,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",5.89,"Critical4 NegSub","V","",16,"",,,
117,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",11.76,"Critical4 NegSub","F","",1,"",,,
117,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",6.684,"Critical4 NegSub","V","",22,"",,,
117,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",6.794,"Critical4 NegSub","V","",15,"",,,
117,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",5.171,"Critical4 NegSub","V","",27,"",,,
117,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",7.026,"Critical4 NegSub","F","",6,"",,,
117,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.092,"Critical4 NegSub","F","",37,"",,,
117,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",3.691,"Critical4 NegSub","F","",34,"",,,
117,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",7.065,"Control","F","",2,"",,,
117,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",14.17,"Control","V","",10,"",,,
117,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",3.355,"Control","F","",17,"",,,
117,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",2.667,"Control","F","",30,"",,,
117,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",6.139,"Control","V","",23,"",,,
117,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",1.947,"Control","F","",33,"",,,
117,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",4.107,"Control","V","",39,"",,,
117,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.618,"Control","V","",11,"",,,
118,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",4.939,"Critical1 NC","F","",35,"1NC",,,
118,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",6.171,"Critical1 NC","V","",6,"1NC",,,
118,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",4.475,"Critical1 NC","V","",20,"1NC",,,
118,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",4.187,"Critical1 NC","V","",36,"1NC",,,
118,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",5.539,"Critical1 NC","F","",14,"1NC",,,
118,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","F",4.626,"Critical1 NC","V","1",24,"4NC Mismatch",,,
118,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",5.977,"Critical1 NC","F","",4,"1NC",,,
118,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",4.586,"Critical1 NC","F","",28,"1NC",,,
118,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","F",6.394,"Critical2 DN","V","1",38,"2DN Mismatch",,,
118,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",4.626,"Critical2 DN","F","",29,"3DN",,,
118,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","F",9.564,"Critical2 DN","V","1",7,"2DN Mismatch",,,
118,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","V",5.874,"Critical2 DN","F","1",16,"2DN Mismatch",,,
118,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","F",8.842,"Critical2 DN","V","1",22,"2DN Mismatch",,,
118,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","V",4.828,"Critical2 DN","F","1",32,"2DN Mismatch",,,
118,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","V",10.83,"Critical2 DN","F","1",5,"2DN Mismatch",,,
118,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","F",9.033,"Critical2 DN","V","1",15,"2DN Mismatch",,,
118,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",6.131,"Critical3 NegOb","V","",33,"",,,
118,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",7.026,"Critical3 NegOb","V","",3,"",,,
118,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",3.97,"Critical3 NegOb","F","",12,"",,,
118,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.843,"Critical3 NegOb","F","",39,"",,,
118,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",6.155,"Critical3 NegOb","F","",17,"",,,
118,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",4.13,"Critical3 NegOb","V","",25,"",,,
118,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",6.642,"Critical3 NegOb","V","",9,"",,,
118,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",4.426,"Critical3 NegOb","F","",30,"",,,
118,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",4.889,"Critical4 NegSub","V","",27,"",,,
118,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",6.305,"Critical4 NegSub","F","",23,"",,,
118,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",9.793,"Critical4 NegSub","V","",8,"",,,
118,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",5.698,"Critical4 NegSub","V","",37,"",,,
118,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",5.299,"Critical4 NegSub","V","",18,"",,,
118,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",7.938,"Critical4 NegSub","F","",13,"",,,
118,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.914,"Critical4 NegSub","F","",31,"",,,
118,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",9.082,"Critical4 NegSub","F","",2,"",,,
118,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",3.339,"Control","F","",34,"",,,
118,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",8.69,"Control","V","",11,"",,,
118,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",3.082,"Control","F","",40,"",,,
118,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",6.828,"Control","F","",1,"",,,
118,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",3.746,"Control","V","",10,"",,,
118,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","V",3.658,"Control","F","1",19,"",,,
118,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",4.555,"Control","V","",21,"",,,
118,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.451,"Control","V","",26,"",,,
119,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",1.73,"Critical1 NC","F","",31,"1NC",,,
119,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","F",10.58,"Critical1 NC","V","1",19,"4NC Mismatch",,,
119,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","F",5.299,"Critical1 NC","V","1",27,"4NC Mismatch",,,
119,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",7.636,"Critical1 NC","V","",7,"1NC",,,
119,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",10.77,"Critical1 NC","F","",11,"1NC",,,
119,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",1.371,"Critical1 NC","V","",38,"1NC",,,
119,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","V",10.78,"Critical1 NC","F","1",24,"4NC Mismatch",,,
119,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",3.803,"Critical1 NC","F","",5,"1NC",,,
119,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",9.684,"Critical2 DN","V","",9,"3DN",,,
119,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",1.338,"Critical2 DN","F","",33,"3DN",,,
119,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",5.851,"Critical2 DN","V","",23,"3DN",,,
119,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",5.282,"Critical2 DN","F","",17,"3DN",,,
119,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",11.54,"Critical2 DN","V","",13,"3DN",,,
119,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",7.075,"Critical2 DN","F","",4,"3DN",,,
119,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",1.338,"Critical2 DN","F","",40,"3DN",,,
119,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",4.203,"Critical2 DN","V","",26,"3DN",,,
119,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",4.802,"Critical3 NegOb","V","",16,"",,,
119,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",3.699,"Critical3 NegOb","V","",8,"",,,
119,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",2.219,"Critical3 NegOb","F","",28,"",,,
119,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",4.618,"Critical3 NegOb","F","",12,"",,,
119,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",2.066,"Critical3 NegOb","F","",32,"",,,
119,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","F",3.905,"Critical3 NegOb","V","1",3,"",,,
119,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",2.667,"Critical3 NegOb","V","",25,"",,,
119,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",1.203,"Critical3 NegOb","F","",39,"",,,
119,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","F",9.203,"Critical4 NegSub","V","1",1,"",,,
119,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",23.25,"Critical4 NegSub","F","",35,"",,,
119,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",2.963,"Critical4 NegSub","V","",15,"",,,
119,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",4.891,"Critical4 NegSub","V","",18,"",,,
119,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",3.498,"Critical4 NegSub","V","",29,"",,,
119,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",3.883,"Critical4 NegSub","F","",37,"",,,
119,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",2.882,"Critical4 NegSub","F","",21,"",,,
119,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",4.979,"Critical4 NegSub","F","",6,"",,,
119,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",2.754,"Control","F","",36,"",,,
119,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",4.226,"Control","V","",22,"",,,
119,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",1.739,"Control","F","",34,"",,,
119,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",4.652,"Control","F","",14,"",,,
119,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",2.034,"Control","V","",20,"",,,
119,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",2.306,"Control","F","",10,"",,,
